Segundos(s),Canal 1(V),Canal 2(V)
-15.12500E-03,+2.44444883E+00,+1.61487121E+00
-15.10000E-03,+2.25581032E+00,+1.61809043E+00
-15.07500E-03,+2.07129399E+00,+1.63183101E+00
-15.05000E-03,+1.89305906E+00,+1.58636933E+00
-15.02500E-03,+1.72012407E+00,+1.64239163E+00
-15.00000E-03,+1.54444097E+00,+1.63143842E+00
-14.97500E-03,+1.35344693E+00,+1.61506751E+00
-14.95000E-03,+1.18011936E+00,+1.61118089E+00
-14.92500E-03,+1.00502513E+00,+1.63088880E+00
-14.90000E-03,+830.71609E-03,+1.61777636E+00
-14.87500E-03,+657.58480E-03,+1.64643528E+00
-14.85000E-03,+470.32036E-03,+1.60105212E+00
-14.82500E-03,+301.31125E-03,+1.66873428E+00
-14.80000E-03,+112.28015E-03,+1.57145099E+00
-14.77500E-03,-44.95132E-03,+1.66582913E+00
-14.75000E-03,-231.23430E-03,+1.61322234E+00
-14.72500E-03,-405.34705E-03,+1.64003610E+00
-14.70000E-03,-590.45227E-03,+1.63944722E+00
-14.67500E-03,-773.98713E-03,+1.61593120E+00
-14.65000E-03,-950.84800E-03,+1.65970476E+00
-14.62500E-03,-1.14086056E+00,+1.64227385E+00
-14.60000E-03,-1.33558418E+00,+1.58118717E+00
-14.57500E-03,-1.50400441E+00,+1.67332756E+00
-14.55000E-03,-1.69676509E+00,+1.62484295E+00
-14.52500E-03,-1.89247018E+00,+1.63544282E+00
-14.50000E-03,-2.06422740E+00,+1.63787687E+00
-14.47500E-03,-2.25051038E+00,+1.61950375E+00
-14.45000E-03,-2.43168972E+00,+1.63159546E+00
-14.42500E-03,-2.60325065E+00,+1.63120287E+00
-14.40000E-03,-2.80229274E+00,+1.64054646E+00
-14.37500E-03,-2.99053865E+00,+1.61852228E+00
-14.35000E-03,-3.17446611E+00,+1.62044596E+00
-14.32500E-03,-3.36526385E+00,+1.64561085E+00
-14.30000E-03,-3.56077264E+00,+1.61714822E+00
-14.27500E-03,-3.74038162E+00,+1.63897611E+00
-14.25000E-03,-3.92744978E+00,+1.62390074E+00
-14.22500E-03,-4.11922899E+00,+1.58334640E+00
-14.20000E-03,-4.27999375E+00,+1.69959169E+00
-14.17500E-03,-4.47648402E+00,+1.60077731E+00
-14.15000E-03,-4.67650757E+00,+1.62829772E+00
-14.12500E-03,-4.86102391E+00,+1.63336211E+00
-14.10000E-03,-5.05496235E+00,+1.62829772E+00
-14.07500E-03,-5.23947868E+00,+1.60964979E+00
-14.05000E-03,-5.41771361E+00,+1.65334483E+00
-14.02500E-03,-5.62284081E+00,+1.59449590E+00
-14.00000E-03,-5.80480532E+00,+1.64557159E+00
-13.97500E-03,-5.99010683E+00,+1.62499998E+00
-13.95000E-03,-6.17305281E+00,+1.64392272E+00
-13.92500E-03,-6.36169132E+00,+1.59763660E+00
-13.90000E-03,-6.53187819E+00,+1.63583541E+00
-13.87500E-03,-6.71835746E+00,+1.62244816E+00
-13.85000E-03,-6.90248121E+00,+1.63230212E+00
-13.82500E-03,-7.08856789E+00,+1.59005966E+00
-13.80000E-03,-7.26994352E+00,+1.66535802E+00
-13.77500E-03,-7.45897462E+00,+1.59005966E+00
-13.75000E-03,-7.64486501E+00,+1.62335111E+00
-13.72500E-03,-7.83114799E+00,+1.62150595E+00
-13.70000E-03,-8.02214202E+00,+1.61023868E+00
-13.67500E-03,-8.20685465E+00,+1.63226286E+00
-13.65000E-03,-8.39353022E+00,+1.59579144E+00
-13.62500E-03,-8.57726137E+00,+1.64298051E+00
-13.60000E-03,-8.76491841E+00,+1.58652636E+00
-13.57500E-03,-8.93314234E+00,+1.60246544E+00
-13.55000E-03,-9.11746238E+00,+1.63371543E+00
-13.52500E-03,-9.30531571E+00,+1.60018843E+00
-13.50000E-03,-9.49670234E+00,+1.61730526E+00
-13.47500E-03,-9.67670391E+00,+1.60705871E+00
-13.45000E-03,-9.86769794E+00,+1.59320036E+00
-13.42500E-03,-10.03160341E+00,+1.66606468E+00
-13.40000E-03,-10.23947872E+00,+1.52528265E+00
-13.37500E-03,-10.40240272E+00,+1.63351914E+00
-13.35000E-03,-10.57396365E+00,+1.59382850E+00
-13.32500E-03,-10.76535027E+00,+1.59198334E+00
-13.30000E-03,-10.94613702E+00,+1.59689069E+00
-13.27500E-03,-11.14046805E+00,+1.59959954E+00
-13.25000E-03,-11.33990273E+00,+1.57129395E+00
-13.22500E-03,-11.52402647E+00,+1.58491675E+00
-13.20000E-03,-11.71246868E+00,+1.58275752E+00
-13.17500E-03,-11.89619984E+00,+1.59202260E+00
-13.15000E-03,-12.06933112E+00,+1.55127197E+00
-13.12500E-03,-12.24364017E+00,+1.59269000E+00
-13.10000E-03,-12.43090462E+00,+1.55307787E+00
-13.07500E-03,-12.60678402E+00,+1.57412059E+00
-13.05000E-03,-12.79090776E+00,+1.54263503E+00
-13.02500E-03,-12.97130192E+00,+1.56057630E+00
-13.00000E-03,-13.15248126E+00,+1.53062184E+00
-12.97500E-03,-13.32286443E+00,+1.57149025E+00
-12.95000E-03,-13.51641028E+00,+1.49097046E+00
-12.92500E-03,-13.67344546E+00,+1.53537216E+00
-12.90000E-03,-13.83951016E+00,+1.51931531E+00
-12.87500E-03,-14.00636003E+00,+1.48519942E+00
-12.85000E-03,-14.16457298E+00,+1.52661745E+00
-12.82500E-03,-14.34261161E+00,+1.44868874E+00
-12.80000E-03,-14.50455413E+00,+1.46435300E+00
-12.77500E-03,-14.67356324E+00,+1.44067995E+00
-12.75000E-03,-14.84296494E+00,+1.44519471E+00
-12.72500E-03,-15.01099258E+00,+1.39415828E+00
-12.70000E-03,-15.17430916E+00,+1.38913315E+00
-12.67500E-03,-15.33330728E+00,+1.32847831E+00
-12.65000E-03,-15.47620929E+00,+1.36165200E+00
-12.62500E-03,-15.63932958E+00,+1.23696607E+00
-12.60000E-03,-15.77653907E+00,+1.25266958E+00
-12.57500E-03,-15.91669296E+00,+1.17489791E+00
-12.55000E-03,-16.05174322E+00,+1.10262248E+00
-12.52500E-03,-16.16637890E+00,+1.03293812E+00
-12.50000E-03,-16.28219234E+00,+937.65703E-03
-12.47500E-03,-16.38897626E+00,+827.14352E-03
-12.45000E-03,-16.47259749E+00,+753.37625E-03
-12.42500E-03,-16.54875955E+00,+589.35301E-03
-12.40000E-03,-16.60725516E+00,+564.54145E-03
-12.37500E-03,-16.66555446E+00,+279.56187E-03
-12.35000E-03,-16.68812827E+00,+265.86055E-03
-12.32500E-03,-16.71560943E+00,+107.96168E-03
-12.30000E-03,-16.72660189E+00,+7.53769E-03
-12.27500E-03,-16.72032048E+00,-74.90578E-03
-12.25000E-03,-16.70815026E+00,-208.62123E-03
-12.22500E-03,-16.68008022E+00,-286.51068E-03
-12.20000E-03,-16.61667727E+00,-310.77261E-03
-12.17500E-03,-16.59410346E+00,-508.63693E-03
-12.15000E-03,-16.52677463E+00,-540.59359E-03
-12.12500E-03,-16.45866062E+00,-633.36212E-03
-12.10000E-03,-16.39054661E+00,-714.98115E-03
-12.07500E-03,-16.30790685E+00,-791.92838E-03
-12.05000E-03,-16.20838581E+00,-834.32788E-03
-12.02500E-03,-16.11553876E+00,-942.25030E-03
-12.00000E-03,-16.00738078E+00,-982.25501E-03
-11.97500E-03,-15.88253781E+00,-1.00981469E+00
-11.95000E-03,-15.76162073E+00,-1.07883165E+00
-11.92500E-03,-15.64502211E+00,-1.14152794E+00
-11.90000E-03,-15.49701645E+00,-1.16551506E+00
-11.87500E-03,-15.36687355E+00,-1.20571607E+00
-11.85000E-03,-15.22456042E+00,-1.25494659E+00
-11.82500E-03,-15.07164742E+00,-1.25753767E+00
-11.80000E-03,-14.93483052E+00,-1.33558416E+00
-11.77500E-03,-14.76974729E+00,-1.33558416E+00
-11.75000E-03,-14.60623441E+00,-1.35293654E+00
-11.72500E-03,-14.45548064E+00,-1.37708070E+00
-11.70000E-03,-14.29805288E+00,-1.41300250E+00
-11.67500E-03,-14.13669923E+00,-1.40185300E+00
-11.65000E-03,-13.98790840E+00,-1.46513818E+00
-11.62500E-03,-13.82184370E+00,-1.41842021E+00
-11.60000E-03,-13.66598629E+00,-1.50518214E+00
-11.57500E-03,-13.49717347E+00,-1.47004552E+00
-11.55000E-03,-13.33032360E+00,-1.50141330E+00
-11.52500E-03,-13.14561097E+00,-1.49293340E+00
-11.50000E-03,-12.97424633E+00,-1.50973616E+00
-11.47500E-03,-12.80013358E+00,-1.53411588E+00
-11.45000E-03,-12.61738389E+00,-1.53085740E+00
-11.42500E-03,-12.43895267E+00,-1.52351600E+00
-11.40000E-03,-12.26837321E+00,-1.58369973E+00
-11.37500E-03,-12.09092346E+00,-1.53812027E+00
-11.35000E-03,-11.90994042E+00,-1.56878139E+00
-11.32500E-03,-11.73543508E+00,-1.56760363E+00
-11.30000E-03,-11.55700386E+00,-1.57836054E+00
-11.27500E-03,-11.36286912E+00,-1.57431688E+00
-11.25000E-03,-11.17776391E+00,-1.59068780E+00
-11.22500E-03,-10.97754406E+00,-1.59378924E+00
-11.20000E-03,-10.78439079E+00,-1.57804647E+00
-11.17500E-03,-10.60497810E+00,-1.57949904E+00
-11.15000E-03,-10.43577269E+00,-1.62311556E+00
-11.12500E-03,-10.25204154E+00,-1.59214037E+00
-11.10000E-03,-10.07223626E+00,-1.60537059E+00
-11.07500E-03,-9.88929028E+00,-1.61098459E+00
-11.05000E-03,-9.70438136E+00,-1.59508478E+00
-11.02500E-03,-9.52163167E+00,-1.62185928E+00
-11.00000E-03,-9.33495610E+00,-1.59971732E+00
-10.97500E-03,-9.14671018E+00,-1.62547109E+00
-10.95000E-03,-8.95767909E+00,-1.61667712E+00
-10.92500E-03,-8.78219228E+00,-1.62570664E+00
-10.90000E-03,-8.59689077E+00,-1.61573491E+00
-10.87500E-03,-8.41217814E+00,-1.61565639E+00
-10.85000E-03,-8.23570986E+00,-1.63489320E+00
-10.82500E-03,-8.04530471E+00,-1.63552134E+00
-10.80000E-03,-7.84626262E+00,-1.60380023E+00
-10.77500E-03,-7.66449441E+00,-1.63269471E+00
-10.75000E-03,-7.48037066E+00,-1.64148868E+00
-10.72500E-03,-7.28231004E+00,-1.62390074E+00
-10.70000E-03,-7.10034553E+00,-1.63724873E+00
-10.67500E-03,-6.91229591E+00,-1.63304804E+00
-10.65000E-03,-6.72542405E+00,-1.60568466E+00
-10.62500E-03,-6.55798529E+00,-1.67006908E+00
-10.60000E-03,-6.37013196E+00,-1.62264445E+00
-10.57500E-03,-6.17776387E+00,-1.63846575E+00
-10.55000E-03,-6.00895105E+00,-1.62931845E+00
-10.52500E-03,-5.81304967E+00,-1.65032190E+00
-10.50000E-03,-5.61871864E+00,-1.62013189E+00
-10.47500E-03,-5.43459489E+00,-1.65369816E+00
-10.45000E-03,-5.24458233E+00,-1.64243089E+00
-10.42500E-03,-5.05280312E+00,-1.59897140E+00
-10.40000E-03,-4.87515707E+00,-1.67792084E+00
-10.37500E-03,-4.67532981E+00,-1.65330557E+00
-10.35000E-03,-4.46686561E+00,-1.60419282E+00
-10.32500E-03,-4.28745292E+00,-1.65401223E+00
-10.30000E-03,-4.10018847E+00,-1.63866204E+00
-10.27500E-03,-3.91312032E+00,-1.61840451E+00
-10.25000E-03,-3.74293345E+00,-1.68396669E+00
-10.22500E-03,-3.53388037E+00,-1.60022768E+00
-10.20000E-03,-3.34563445E+00,-1.61385049E+00
-10.17500E-03,-3.17289575E+00,-1.65672109E+00
-10.15000E-03,-2.96757226E+00,-1.63151694E+00
-10.12500E-03,-2.77579305E+00,-1.63300878E+00
-10.10000E-03,-2.59186560E+00,-1.64431531E+00
-10.07500E-03,-2.40106786E+00,-1.61926820E+00
-10.05000E-03,-2.22872175E+00,-1.63669910E+00
-10.02500E-03,-2.05303865E+00,-1.65911587E+00
-10.00000E-03,-1.86793343E+00,-1.65782033E+00
-9.97500E-03,-1.66751729E+00,-1.56874213E+00
-9.95000E-03,-1.50047112E+00,-1.68459483E+00
-9.92500E-03,-1.30299938E+00,-1.63399025E+00
-9.90000E-03,-1.12358669E+00,-1.63442209E+00
-9.87500E-03,-935.73336E-03,-1.64148868E+00
-9.85000E-03,-754.94661E-03,-1.62876883E+00
-9.82500E-03,-569.64510E-03,-1.63807316E+00
-9.80000E-03,-409.07664E-03,-1.69393842E+00
-9.77500E-03,-209.44567E-03,-1.60957128E+00
-9.75000E-03,-35.72550E-03,-1.64902636E+00
-9.72500E-03,+135.24655E-03,-1.63701317E+00
-9.70000E-03,+319.56659E-03,-1.63819094E+00
-9.67500E-03,+496.62375E-03,-1.64741675E+00
-9.65000E-03,+681.92526E-03,-1.65130337E+00
-9.62500E-03,+857.21577E-03,-1.61271198E+00
-9.60000E-03,+1.03878770E+00,-1.65624998E+00
-9.57500E-03,+1.21290045E+00,-1.64247015E+00
-9.55000E-03,+1.39996860E+00,-1.62743403E+00
-9.52500E-03,+1.57879241E+00,-1.63807316E+00
-9.50000E-03,+1.75879398E+00,-1.63081028E+00
-9.47500E-03,+1.94095479E+00,-1.64321606E+00
-9.45000E-03,+2.11408607E+00,-1.61526380E+00
-9.42500E-03,+2.30233199E+00,-1.63469690E+00
-9.40000E-03,+2.49450379E+00,-1.61070978E+00
-9.37500E-03,+2.67941271E+00,-1.64474716E+00
-9.35000E-03,+2.87570668E+00,-1.63238064E+00
-9.32500E-03,+3.06513036E+00,-1.61875783E+00
-9.30000E-03,+3.24748746E+00,-1.62939697E+00
-9.27500E-03,+3.44103332E+00,-1.61188755E+00
-9.25000E-03,+3.61063131E+00,-1.62782662E+00
-9.22500E-03,+3.80201793E+00,-1.66877354E+00
-9.20000E-03,+4.00989325E+00,-1.53344848E+00
-9.17500E-03,+4.17536907E+00,-1.64447234E+00
-9.15000E-03,+4.37264451E+00,-1.62664885E+00
-9.12500E-03,+4.56834960E+00,-1.60917869E+00
-9.10000E-03,+4.75031411E+00,-1.61699119E+00
-9.07500E-03,+4.93561562E+00,-1.61695193E+00
-9.05000E-03,+5.13505029E+00,-1.59210111E+00
-9.02500E-03,+5.30405940E+00,-1.64769157E+00
-9.00000E-03,+5.49387567E+00,-1.60222988E+00
-8.97500E-03,+5.69095482E+00,-1.60105212E+00
-8.95000E-03,+5.86761939E+00,-1.59641958E+00
-8.92500E-03,+6.04428397E+00,-1.63948648E+00
-8.90000E-03,+6.24293347E+00,-1.58809672E+00
-8.87500E-03,+6.42116839E+00,-1.62511776E+00
-8.85000E-03,+6.62452895E+00,-1.60215136E+00
-8.82500E-03,+6.81827110E+00,-1.57333541E+00
-8.80000E-03,+6.98256915E+00,-1.64525752E+00
-8.77500E-03,+7.16296331E+00,-1.60250469E+00
-8.75000E-03,+7.34335747E+00,-1.57309986E+00
-8.72500E-03,+7.50824441E+00,-1.61911116E+00
-8.70000E-03,+7.69629403E+00,-1.59861807E+00
-8.67500E-03,+7.88493254E+00,-1.58185457E+00
-8.65000E-03,+8.05708235E+00,-1.61714822E+00
-8.62500E-03,+8.25102079E+00,-1.57686870E+00
-8.60000E-03,+8.43514454E+00,-1.59563441E+00
-8.57500E-03,+8.60493882E+00,-1.57898868E+00
-8.55000E-03,+8.78101452E+00,-1.60332913E+00
-8.52500E-03,+8.96023091E+00,-1.57306060E+00
-8.50000E-03,+9.13787696E+00,-1.59924621E+00
-8.47500E-03,+9.31336377E+00,-1.57380652E+00
-8.45000E-03,+9.49081352E+00,-1.59681217E+00
-8.42500E-03,+9.65903745E+00,-1.58951003E+00
-8.40000E-03,+9.82804656E+00,-1.57302134E+00
-8.37500E-03,+10.01668507E+00,-1.55331343E+00
-8.35000E-03,+10.17980536E+00,-1.60301506E+00
-8.32500E-03,+10.37138827E+00,-1.57294282E+00
-8.30000E-03,+10.55119355E+00,-1.57302134E+00
-8.27500E-03,+10.74140241E+00,-1.58138346E+00
-8.25000E-03,+10.92297433E+00,-1.57576946E+00
-8.22500E-03,+11.12397936E+00,-1.56481625E+00
-8.20000E-03,+11.29789582E+00,-1.57741832E+00
-8.17500E-03,+11.48712321E+00,-1.54675721E+00
-8.15000E-03,+11.66103966E+00,-1.56681845E+00
-8.12500E-03,+11.83888200E+00,-1.55983039E+00
-8.10000E-03,+12.01633175E+00,-1.55826003E+00
-8.07500E-03,+12.20104438E+00,-1.55818152E+00
-8.05000E-03,+12.37476454E+00,-1.54522611E+00
-8.02500E-03,+12.54691436E+00,-1.55527637E+00
-8.00000E-03,+12.73319734E+00,-1.56202888E+00
-7.97500E-03,+12.91241373E+00,-1.50938284E+00
-7.95000E-03,+13.07749696E+00,-1.56383478E+00
-7.92500E-03,+13.25965777E+00,-1.53395884E+00
-7.90000E-03,+13.42886317E+00,-1.53046481E+00
-7.87500E-03,+13.60062040E+00,-1.54263503E+00
-7.85000E-03,+13.77591091E+00,-1.49309044E+00
-7.82500E-03,+13.94315338E+00,-1.56120444E+00
-7.80000E-03,+14.11824760E+00,-1.49010677E+00
-7.77500E-03,+14.31041940E+00,-1.49595633E+00
-7.75000E-03,+14.48296180E+00,-1.50588880E+00
-7.72500E-03,+14.65236349E+00,-1.49418968E+00
-7.70000E-03,+14.82726142E+00,-1.47864320E+00
-7.67500E-03,+14.99666312E+00,-1.46313598E+00
-7.65000E-03,+15.16488705E+00,-1.45822863E+00
-7.62500E-03,+15.33114805E+00,-1.42623271E+00
-7.60000E-03,+15.50015716E+00,-1.35128767E+00
-7.57500E-03,+15.64109623E+00,-1.34614477E+00
-7.55000E-03,+15.77967977E+00,-1.15444408E+00
-7.52500E-03,+15.90511162E+00,-1.09618403E+00
-7.50000E-03,+16.01680289E+00,-955.24496E-03
-7.47500E-03,+16.11809058E+00,-842.96482E-03
-7.45000E-03,+16.19660817E+00,-623.74371E-03
-7.42500E-03,+16.25333712E+00,-477.81878E-03
-7.40000E-03,+16.31045867E+00,-312.65703E-03
-7.37500E-03,+16.33381765E+00,-179.53046E-03
-7.35000E-03,+16.34186571E+00,-18.13756E-03
-7.32500E-03,+16.33951018E+00,+96.14479E-03
-7.30000E-03,+16.31674008E+00,+267.90201E-03
-7.27500E-03,+16.27198505E+00,+399.81155E-03
-7.25000E-03,+16.21466721E+00,+548.13128E-03
-7.22500E-03,+16.14871244E+00,+646.71011E-03
-7.20000E-03,+16.07019485E+00,+784.39070E-03
-7.17500E-03,+15.98637732E+00,+880.33919E-03
-7.15000E-03,+15.88489334E+00,+960.03454E-03
-7.12500E-03,+15.76535031E+00,+1.04707128E+00
-7.10000E-03,+15.64855540E+00,+1.10238692E+00
-7.07500E-03,+15.52783461E+00,+1.18632222E+00
-7.05000E-03,+15.37884748E+00,+1.18742147E+00
-7.02500E-03,+15.24340464E+00,+1.28466550E+00
-7.00000E-03,+15.09186570E+00,+1.29287059E+00
-6.97500E-03,+14.94091563E+00,+1.34210112E+00
-6.95000E-03,+14.78682486E+00,+1.35380024E+00
-6.92500E-03,+14.62841563E+00,+1.40055746E+00
-6.90000E-03,+14.46136946E+00,+1.40436556E+00
-6.87500E-03,+14.29510847E+00,+1.44464509E+00
-6.85000E-03,+14.12295865E+00,+1.42902009E+00
-6.82500E-03,+13.95512731E+00,+1.49685928E+00
-6.80000E-03,+13.78847373E+00,+1.43263189E+00
-6.77500E-03,+13.62456826E+00,+1.52218120E+00
-6.75000E-03,+13.45202586E+00,+1.49505338E+00
-6.72500E-03,+13.28301675E+00,+1.50581029E+00
-6.70000E-03,+13.11322246E+00,+1.52151380E+00
-6.67500E-03,+12.93891342E+00,+1.52591079E+00
-6.65000E-03,+12.76146367E+00,+1.52771669E+00
-6.62500E-03,+12.59245456E+00,+1.56493403E+00
-6.60000E-03,+12.40499382E+00,+1.49827260E+00
-6.57500E-03,+12.24403276E+00,+1.59119816E+00
-6.55000E-03,+12.05794607E+00,+1.53030777E+00
-6.52500E-03,+11.87833709E+00,+1.56756437E+00
-6.50000E-03,+11.69676517E+00,+1.55857410E+00
-6.47500E-03,+11.52638200E+00,+1.56587624E+00
-6.45000E-03,+11.33715461E+00,+1.56556217E+00
-6.42500E-03,+11.16755662E+00,+1.56819251E+00
-6.40000E-03,+10.96812195E+00,+1.57019471E+00
-6.37500E-03,+10.78144638E+00,+1.56520884E+00
-6.35000E-03,+10.59005976E+00,+1.56249998E+00
-6.32500E-03,+10.41496553E+00,+1.59119816E+00
-6.30000E-03,+10.23005661E+00,+1.57537687E+00
-6.27500E-03,+10.05084022E+00,+1.58189383E+00
-6.25000E-03,+9.87476452E+00,+1.57576946E+00
-6.22500E-03,+9.69967030E+00,+1.59068780E+00
-6.20000E-03,+9.53282043E+00,+1.59155149E+00
-6.17500E-03,+9.35831509E+00,+1.57706500E+00
-6.15000E-03,+9.18145422E+00,+1.60325061E+00
-6.12500E-03,+9.00263041E+00,+1.58876412E+00
-6.10000E-03,+8.83087318E+00,+1.59846104E+00
-6.07500E-03,+8.65833078E+00,+1.57934201E+00
-6.05000E-03,+8.47832921E+00,+1.63065325E+00
-6.02500E-03,+8.29616841E+00,+1.55680746E+00
-6.00000E-03,+8.11165207E+00,+1.62672737E+00
-5.97500E-03,+7.93420232E+00,+1.59155149E+00
-5.95000E-03,+7.75204152E+00,+1.60395727E+00
-5.92500E-03,+7.56575854E+00,+1.59630180E+00
-5.90000E-03,+7.38222368E+00,+1.59484923E+00
-5.87500E-03,+7.21458862E+00,+1.59457442E+00
-5.85000E-03,+7.04420546E+00,+1.62743403E+00
-5.82500E-03,+6.85458548E+00,+1.56677919E+00
-5.80000E-03,+6.67635055E+00,+1.63646355E+00
-5.77500E-03,+6.47750476E+00,+1.58723302E+00
-5.75000E-03,+6.28690332E+00,+1.60749056E+00
-5.72500E-03,+6.10415363E+00,+1.60317209E+00
-5.70000E-03,+5.92179653E+00,+1.60646983E+00
-5.67500E-03,+5.73708390E+00,+1.61031719E+00
-5.65000E-03,+5.55394163E+00,+1.59060928E+00
-5.62500E-03,+5.36392906E+00,+1.62248742E+00
-5.60000E-03,+5.18294602E+00,+1.63395099E+00
-5.57500E-03,+4.98782981E+00,+1.56528736E+00
-5.55000E-03,+4.81744665E+00,+1.64847674E+00
-5.52500E-03,+4.62056379E+00,+1.58986336E+00
-5.50000E-03,+4.44016963E+00,+1.61903265E+00
-5.47500E-03,+4.24839042E+00,+1.61561713E+00
-5.45000E-03,+4.04915204E+00,+1.60089508E+00
-5.42500E-03,+3.87032823E+00,+1.65389445E+00
-5.40000E-03,+3.67854902E+00,+1.57050878E+00
-5.37500E-03,+3.49795857E+00,+1.63155620E+00
-5.35000E-03,+3.31344224E+00,+1.61377197E+00
-5.32500E-03,+3.13226290E+00,+1.61388974E+00
-5.30000E-03,+2.93891334E+00,+1.61196606E+00
-5.27500E-03,+2.75891177E+00,+1.62464665E+00
-5.25000E-03,+2.56634738E+00,+1.61000312E+00
-5.22500E-03,+2.38340140E+00,+1.64148868E+00
-5.20000E-03,+2.17886308E+00,+1.59594848E+00
-5.17500E-03,+2.00612439E+00,+1.62967178E+00
-5.15000E-03,+1.82553393E+00,+1.59492775E+00
